Departamento: ANTIOQUIA (Código: 5), Municipio: MEDELLÍN (Código: 5001), Centro Poblado: MEDELLÍN (Código: 5001000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: LÓPEZ DE MICAY (Código: 19418), Centro Poblado: ZARAGOZA (Código: 19418019), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: LÓPEZ DE MICAY (Código: 19418), Centro Poblado: SAN ANTONIO DE GURUMENDY (Código: 19418032), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: LÓPEZ DE MICAY (Código: 19418), Centro Poblado: BOCA GRANDE (Código: 19418033), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: LÓPEZ DE MICAY (Código: 19418), Centro Poblado: SANTA CRUZ DE SIGUI (Código: 19418035), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: LÓPEZ DE MICAY (Código: 19418), Centro Poblado: CABECITAS (Código: 19418036), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: LÓPEZ DE MICAY (Código: 19418), Centro Poblado: CASAS VIEJAS (Código: 19418037), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: LÓPEZ DE MICAY (Código: 19418), Centro Poblado: ISLA DE GALLO (Código: 19418038), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: LÓPEZ DE MICAY (Código: 19418), Centro Poblado: JUAN COBO (Código: 19418039), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: MERCADERES (Código: 19450000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: ARBOLEDAS (Código: 19450002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: EL PILÓN (Código: 19450003), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: ESMERALDAS (Código: 19450004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: SAN JOAQUÍN (Código: 19450006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: SAN JUANITO (Código: 19450007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: CURACAS (Código: 19450010), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: LA DESPENSA (Código: 19450012), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: SOMBRERILLOS (Código: 19450014), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: EL BADO (Código: 19450015), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: TABLONCITO (Código: 19450016), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: MOJARRAS (Código: 19450019), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: LOS LLANOS (Código: 19450020), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: BUENOS AIRES (Código: 19450023), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: EL CANGREJO (Código: 19450024), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: EL COCAL (Código: 19450025), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: ESPERANZAS DE MAYO (Código: 19450026), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MERCADERES (Código: 19450), Centro Poblado: PUEBLO NUEVO (Código: 19450027), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: MIRANDA (Código: 19455000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: CARAQUEÑO (Código: 19455001), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: EL CAÑÓN (Código: 19455002), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: ORTIGAL (Código: 19455005), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: POTRERITO (Código: 19455006), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: SANTA ANA (Código: 19455007), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: TIERRADURA (Código: 19455008), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: TULIPAN (Código: 19455009), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: GUATEMALA (Código: 19455010), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: SAN ANDRÉS (Código: 19455011), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MIRANDA (Código: 19455), Centro Poblado: LA LINDOSA (Código: 19455013), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MORALES (Código: 19473), Centro Poblado: MORALES (Código: 19473000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: MORALES (Código: 19473), Centro Poblado: CARPINTERO (Código: 19473002), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MORALES (Código: 19473), Centro Poblado: SAN ISIDRO (Código: 19473009), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MORALES (Código: 19473), Centro Poblado: SANTA ROSA (Código: 19473012), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MORALES (Código: 19473), Centro Poblado: LA ESTACIÓN (Código: 19473014), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: MORALES (Código: 19473), Centro Poblado: EL ROSARIO (Código: 19473017), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PADILLA (Código: 19513), Centro Poblado: PADILLA (Código: 19513000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: PADILLA (Código: 19513), Centro Poblado: YARUMALES (Código: 19513001), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PADILLA (Código: 19513), Centro Poblado: LA PAILA (Código: 19513003), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PADILLA (Código: 19513), Centro Poblado: EL CHAMIZO (Código: 19513004), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PADILLA (Código: 19513), Centro Poblado: LOS ROBLES (Código: 19513007), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PADILLA (Código: 19513), Centro Poblado: CUERNAVACA (Código: 19513008), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: BELALCÁZAR (Código: 19517000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: AVIRAMA (Código: 19517002), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: COHETANDO (Código: 19517003), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: ITAIBE (Código: 19517007), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: RICAURTE (Código: 19517012), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: RIOCHIQUITO (Código: 19517013), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: SAN LUIS (POTRERILLO) (Código: 19517014), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: TALAGA (Código: 19517015), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: TÓEZ (Código: 19517016), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: LA MESA DE TOGOIMA (Código: 19517017), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: MINUTO DE DIOS (Código: 19517029), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: COQUIYÓ (Código: 19517030), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: EL RODEO (Código: 19517032), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: GUADUALEJO (Código: 19517033), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: GUAPIO (Código: 19517034), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: GUAQUIYÓ (Código: 19517035), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: LA MARÍA (Código: 19517037), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: MESA DE CALOTO (Código: 19517039), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: MESA DE TÁLAGA (Código: 19517040), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: VICANENGA (Código: 19517043), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: LA MESA DE AVIRAMA (Código: 19517044), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: LA MESA DE BELALCAZAR (Código: 19517045), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PÁEZ (Código: 19517), Centro Poblado: SANTA ROSA (Código: 19517046), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: EL BORDO (Código: 19532000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: BRISAS (Código: 19532001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: DON ALONSO (Código: 19532003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: GALÍNDEZ (Código: 19532004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: LA FONDA (Código: 19532005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: LA MESA (Código: 19532006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: PATÍA (Código: 19532008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: PIEDRASENTADA (Código: 19532009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: PAN DE AZÚCAR (Código: 19532010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: SAJANDÍ (Código: 19532012), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: EL ESTRECHO (Código: 19532013), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: EL HOYO (Código: 19532014), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: SANTA CRUZ (Código: 19532025), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PATÍA (Código: 19532), Centro Poblado: PALO MOCHO (Código: 19532032), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PIAMONTE (Código: 19533), Centro Poblado: PIAMONTE (Código: 19533000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: PIAMONTE (Código: 19533), Centro Poblado: EL REMANSO (Código: 19533002), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: PIAMONTE (Código: 19533), Centro Poblado: MIRAFLOR (Código: 19533003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: PIAMONTE (Código: 19533), Centro Poblado: YAPURÁ (Código: 19533004), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: PIAMONTE (Código: 19533), Centro Poblado: LAS PALMERAS 1 (Código: 19533005), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: PIAMONTE (Código: 19533), Centro Poblado: LAS PALMERAS 2 (Código: 19533006), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: PIAMONTE (Código: 19533), Centro Poblado: NÁPOLES (Código: 19533007), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: PIENDAMÓ - TUNÍA (Código: 19548), Centro Poblado: PIENDAMÓ (Código: 19548000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: PIENDAMÓ - TUNÍA (Código: 19548), Centro Poblado: TUNÍA (Código: 19548001), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: PUERTO TEJADA (Código: 19573000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: BOCAS DEL PALO (Código: 19573001), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: LAS BRISAS (Código: 19573002), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: SAN CARLOS (Código: 19573003), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: ZANJÓN RICO (Código: 19573004), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: PERICO NEGRO (Código: 19573005), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: VUELTA LARGA (Código: 19573006), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: LOS BANCOS (Código: 19573008), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: GUENGUE (Código: 19573009), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PUERTO TEJADA (Código: 19573), Centro Poblado: CIUDAD SUR (Código: 19573010), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PURACÉ (Código: 19585), Centro Poblado: COCONUCO (Código: 19585000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: PURACÉ (Código: 19585), Centro Poblado: PURACÉ (Código: 19585004), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: CAUCA (Código: 19), Municipio: PURACÉ (Código: 19585), Centro Poblado: SANTA LETICIA (Código: 19585007), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PURACÉ (Código: 19585), Centro Poblado: JUAN TAMA (Código: 19585008), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PURACÉ (Código: 19585), Centro Poblado: PALETARÁ (Código: 19585009), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: PURACÉ (Código: 19585), Centro Poblado: CHAPÍO (Código: 19585010), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: ROSAS (Código: 19622), Centro Poblado: ROSAS (Código: 19622000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: ROSAS (Código: 19622), Centro Poblado: PÁRRAGA (Código: 19622002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: ROSAS (Código: 19622), Centro Poblado: CEFIRO (Código: 19622007), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: ROSAS (Código: 19622), Centro Poblado: SAUCE (Código: 19622011), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: SAN SEBASTIÁN (Código: 19693), Centro Poblado: SAN SEBASTIÁN (Código: 19693000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: SAN SEBASTIÁN (Código: 19693), Centro Poblado: EL ROSAL (Código: 19693001), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: SAN SEBASTIÁN (Código: 19693), Centro Poblado: SANTIAGO (Código: 19693004), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: SAN SEBASTIÁN (Código: 19693), Centro Poblado: VALENCIA (Código: 19693005), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: SAN SEBASTIÁN (Código: 19693), Centro Poblado: VENECIA (Código: 19693006), Tipo: CENTRO POBLADO (CP)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: SANTANDER DE QUILICHAO (Código: 19698000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: EL PALMAR (Código: 19698001), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: EL TURCO (Código: 19698002), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: LA ARROBLEDA (Código: 19698004), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: MONDOMO (Código: 19698007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: PARAMILLO 1 (Código: 19698008), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: SAN RAFAEL (Código: 19698009), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: TRES QUEBRADAS (Código: 19698010), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: SAN ANTONIO (Código: 19698013), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: SAN PEDRO (Código: 19698014), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: DOMINGUILLO (Código: 19698017), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: EL CRUCERO (Código: 19698018), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: QUINAMAYO (Código: 19698020), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: LLANO DE ALEGRÍAS (Código: 19698022), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: CABECERA DOMINGUILLO (Código: 19698023), Tipo: CASERÍO (CAS)
Departamento: CAUCA (Código: 19), Municipio: SANTANDER DE QUILICHAO (Código: 19698), Centro Poblado: CAMBALACHE (Código: 19698024), Tipo: CASERÍO (CAS)
